text_customer,text_brand,tweet_id_customer,tweet_id_brand
@AppleSupport 3rd party said to refer to you they couldn’t help. Most notifications fall off the badge or alert but it depends how long they are.,"@686577 In Settings &gt; General &gt; Accessibility, do you have Zoom enabled? https://t.co/GDrqU2kzhr",2381311,2381310
"The Apple update has many cool features. It has my phone freezing, shutting off, not staying connected to WiFi, and more. Great job, @115858!","@563919 Let's look into this together. To get started, send us a DM by clicking on the link below. We'll go from there. https://t.co/GDrqU22YpT",1891022,1891021
@AppleSupport It’s all on the Apple Support thread in the first tweet I sent over.,@411556 Thanks for clarifying. Please meet us in DM so we may discuss this further. https://t.co/GDrqU22YpT,1242835,1242834
"@AppleSupport #ayuda #porfavor en el arranque allí se queda que puedo hacer?
Gracias 🙏🏼 https://t.co/ay2Vo2ALE0",@668651 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,2304543,2304541
@AppleSupport Taking portrait mode photos keeps crashing and restarting my iPhone X. Other modes are fine. Already on iOS 11.1. Help!,"@496798 We'd be happy to look into this with you. Send us a DM, and we'll get started. https://t.co/GDrqU22YpT",1621208,1621207
"@AppleSupport my iPhone keeps bleeping like a fire alarm, Ive closed all my apps and webpages and internet history, how do I stop this noise",@547286 This can't be a fun situation. It's one we'll want to dig into deeper. Can we move this to DM where we have more space? https://t.co/GDrqU22YpT,1823081,1823080
@AppleSupport we can't accept toc on mobile....this disrupted work today,"@777948 We understand the importance of fluidity throughout the business day. For issues regarding iTunes Connect, we encourage you to reach out to our experts in this area. We can be reached via this link:
https://t.co/rSt0PtuKcC",2786479,2786481
@AppleSupport I pulled these out of my phone and the lightning conector stayed in my phone.. I've had these for less than 1 month... https://t.co/NA9gvD0RpA,@397144 We'd be happy to look into available options with you. DM us your iPhone model to get started. https://t.co/GDrqU22YpT,1178386,1178385
@AppleSupport my i7+ crushed after update!! will u do smth for that? why ur destroying everything?,@731052 We'd love to assist you with any issues that you're having with your phone. Join us here in DM and we'll continue there: https://t.co/GDrqU2kzhr,2578609,2578608
@115858 please bring back enabling/disabling of WiFi/Bluetooth from notifications center to iOS 11 ! Current 1 is buggy and every time I tap WiFi in notifications center I need to go to settings to select already connected WiFi :(,"@277621 If you want Bluetooth or Wi-Fi to stay off, you'll need to adjust those settings in the Settings app: https://t.co/G7BHuQnDS6

Please submit your feedback regarding this here: https://t.co/eTPVYVFyd8",661519,661517
@AppleSupport 11.2 public beta. IPhone 6s,@454435 Thanks for that info. Reach out to us in DM and we'll be happy to help continue looking into this there. https://t.co/GDrqU22YpT,1441460,1441462
"@AppleSupport after I updated my os yo 11.03 last night my music doesn’t play through car audio system! It charges alright, phone works too!",@221609 Let's look into that. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT,1766076,1766075
@513224 @115858 I got the same problem and I’m annoyed,@133200 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,1690522,1690521
"There are many bugs on the native mail app for the iPhone 8 running iOS 11.1. Super frustrating, might have to ditch it. 💆🏽‍♂️@AppleSupport",@455635 We're here for you. DM some further details as to what is going on and we can go from there together. https://t.co/GDrqU22YpT,1446439,1446438
@AppleSupport It’s on a Sony stereo for cars (not sure which model exactly) and my phone is on version 11.1,@503294 Thanks for letting us know. Please DM us so that we can look into this together. https://t.co/GDrqU22YpT,1647343,1647345
@AppleSupport Is that where I can file a radar?,@192079 You can leave your feedback here: https://t.co/eTPVYVFyd8,2652532,2652531
@115858 um yeah I'd just like to know why my phone has been screwing up so bad...it started when the new iPhones that I can't afford came out,@185755 Can you tell us a bit about the trouble you're running into? We're happy to help get your iPhone working like it should be!,292907,292906
it's been a day and a half since my phone is stuck on the black apple screen. @115858 help pls,"@716999 We know how important it is to have you phone up and running. If you haven't already, look over this link with information on how to do a force restart: https://t.co/QgjWP061BV

If this does not work, please meet us in DM so we can continue to work together. https://t.co/GDrqU22YpT",2517049,2517048
@115858 what’s the deal with this update? My iPhone7️⃣ picks and chooses when the touch screen wants to work. 🚮,"@422767 This behavior is not intended. Could you let us know the device model you have, and do you have a screen protector installed?",1295132,1295130
@AppleSupport  https://t.co/8Ys92KOmQ5,@407573 OK. DM us and we'll be happy to take a closer look there. https://t.co/GDrqU22YpT,1225822,1225823
"Unless Im doing something wrong, Notifications doesnt dropdown in Reachability anymore 😞@AppleSupport @115858",@614895 What happens when you try to use that? Go ahead and DM us what you're seeing and we'll look into it further with you. https://t.co/GDrqU22YpT,2079103,2079102
"Hey @AppleSupport, my 2016 MBP has been crashing at least once per day. Care to give me some insight based on a crash report?",@548992 Thanks for reaching out. It's certainly unexpected for your MacBook to be crashing. Let us know more about this via DM. https://t.co/GDrqU22YpT,1829459,1829458
"@AppleSupport Iphone 6, ios 11.1.2; problem is very annoying, keyboard is also problematic, vry slow",@331075 Let's move over to a DM where we can take a closer look. https://t.co/GDrqU22YpT,889067,889066
@AppleSupport why did you delete some of my contacts,@419639 We'd like to help. Please DM us with more details and we'll go from there. https://t.co/GDrqU22YpT,1816561,1816560
@AppleSupport hi 😊! I have some issues with my controle center on my iPhone 8 plus,@335924 We received your DM and have responded there.,909070,909069
Why is the letter I️ not working. Messed up my tweet @115858 https://t.co/4ewUIeHpwc,@529859 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,1760479,1760478
Why won’t my phone back up @115858 ?,"@527825 We want to help you. Send us a DM and tell us more about what you see when trying to create a backup, and we'll assist. https://t.co/GDrqU22YpT",2071334,2071333
@AppleSupport why is it so hard to display the letter “I” in #iOS11 #yougotthis https://t.co/4UzMP4U3gz,"@670379 We'd love to help. Can you DM us your complete software version from Settings &gt; General &gt; About, next to version? https://t.co/GDrqU22YpT",2311581,2311580
@115858 can you explain to me why these boxes pop up when I️ type “I️” and can y’all fix it?? Can’t form too many sentences without it lol,@222734 Let's look into this issue for you. Send us a DM with your current iOS version to get started. https://t.co/GDrqU22YpT,1410768,1410767
I don’t know if it’s either @126972 or @115858 who make my phone crash every time I watch a YouTube video that I have to press the turn off button like 90 times to make the phone start working again 😒😩,"@666249 Let's look into this together. To start, can you let us know which iPhone and iOS version you're experiencing this issue on?",2294433,2294432
@AppleSupport Hi bought a new iphone 7 but the charger block doesn't work that i was given in box. Thanks,"@622992 Sorry to hear that, and it is unexpected.  We’d like to offer some guidance.  Where was the iPhone purchased?",2112620,2112619
@AppleSupport This one https://t.co/A5NhpKbiCQ,@668530 We'll look further into this. Can you send us a DM and let us know which device you're using? https://t.co/GDrqU2kzhr,2304037,2304039
@AppleSupport Messaged you,@469848 We've received your DM and we'll happily follow up with you there shortly. https://t.co/GDrqU22YpT,1507348,1507347
"Yo @AppleSupport can you make this shit stop, please. https://t.co/s9ZyLpqJg5",@519841 We know how important it is to have what you type come out correctly. Refer to these steps: https://t.co/xU1AGHStV6,1716661,1716660
@AppleSupport Hi. Since iOS 11. The speaker on my iPhone 6S is very distant and not clear. I have the latest software. iOS 11.0.3,@326454 We’ve got just what you need. Let us know if these steps help: https://t.co/4Kux8rhhGX,1420643,1420641
Anyone experiencing iOS 11.1.2 battery issues upgrade to iOS 11.2 yet? Any noticeable improvements? @AppleSupport,@474197 Having a reliable battery is important and we can help. Send us a DM of what you're experiencing and we'll look into this with you. https://t.co/GDrqU22YpT,2949577,2949576
"Constant bug on new @115858 iOS is a lock screen that looks like the left, rather than the right. https://t.co/eKP3CYi2Jy",@184516 Let us help. We want to be sure we understand what you are seeing there. What problem are you seeiing with the lock screen?,287499,287497
@AppleSupport @10715 @134236 @25187 @NikeSupport Can I use the Apple Watch Series 3 when I do weakbord?,@596932 You can find more info about the water resistance of the Apple Watch here: https://t.co/qs0ObV8D7L DM us with questions. https://t.co/GDrqU22YpT,2018460,2018459
@AppleSupport @115858 why do my letter i️’s show up as a box. i️ want ya to fix it pretty plz and thx,@484700 We'll gladly assist. Check this article for some steps on taking care of this text replacement issue. https://t.co/xU1AGIa4ME,1572310,1572309
@AppleSupport I had to get our IT people on it to fix it. Well they were only able to create a work around for me. But so far it has been ok.,@373660 We suggest completing the update at this time. We're here for you if you have any other questions.,2888003,2888005
@AppleSupport why does your new OS not work on the iPhone 6?!?!,@548588 Let's get this figured out. Does your iPhone power on? What happens when you try to use it? Please send us a DM. https://t.co/GDrqU22YpT,1827920,1827919
@AppleSupport it’s imported,"@289004 No problem. Let's move to DM, and we'll continue troubleshooting iTunes there. https://t.co/GDrqU22YpT",706894,706896
"@AppleSupport 11.0.03 has made my IPh6 useless, bluetooth issues, battery life, frozen screen, call answering problems. Headed to Android","@393428 We’re here to work through each issue together. To begin, let’s see if updating to iOS 11.1 helps: https://t.co/80YRnjDFDk",1162121,1162120
"@AppleSupport Could you please fix this bug in ‘Kannada’ language keyboard. Character gets jumbled up.
#ಕನ್ನಡರಾಜ್ಯೋತ್ಸವ 
#ಕನ್ನಡ https://t.co/iR39sCkscp",@584426 Thanks for reaching out. Which iOS version are you currently running? DM us how long this has been an issue for you. https://t.co/GDrqU22YpT,1973348,1973347
@486429 @115858 I’m frustrated 😫😫,@486428 We want your keyboard working for you; we'll do all we can to help. Let's try these steps: https://t.co/sDSg93LaFu,1579757,1579756
"Irrelevant glitch or scary failure of Find My Mac? Why do I see a stranger’s computer in my account, @AppleSupport? https://t.co/dEfPsvISYv",@753990 We can assist you. Please DM us via the following link and we'll help you from there. https://t.co/GDrqU22YpT,2679764,2679763
@AppleSupport It show 11.0.3  Not only does it use battery life at a rapid rate but the screen comes up sideways and at times upside down.,@184711 When did you update to 11.0.3? Send us a DM and also let us know the country you're in. https://t.co/GDrqU22YpT,1923131,1923133
@AppleSupport whattttt is up with these question marks when I use the letter I️,"@297219 Let us know via DM which device this is on and which version of the iOS is installed, then we can advise you on this from there. https://t.co/GDrqU22YpT",2001203,2001202
so fucking apple locked me out my phone!!!!!!!!!!!!!!!!!!!!!!! @AppleSupport,@302979 Please tell us more about what's going on with your iPhone. We'll provide any assistance we can.,765631,765630
No @AppleSupport needs to fix this shit https://t.co/wdFM30WQ2h,@512949 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/qODbOsp4wz,1689417,1689416
Thanks @115817 for loosing my iPhone X and for @115858 for not sending me a new one,@134153 We'd like to look into this with you. Let's hop in DM. Click here: https://t.co/GDrqU22YpT,82032,82031
"@115858 Because we all know the apple users love to complain about how their battry is always dying, so here you go 🔍",@335078 We are always looking for ways to make our products and experience better. Please submit suggestions here: https://t.co/eTPVYVFyd8,905942,905940
